member,segment,priority,churn_risk,risk_band,value_band,clv,fwd_value,recency,flights_total,flights_6m,momentum,tenure_months,redeem_rate,Loyalty Card,Province,City
634392,Core Frequent Flyers,P3,0.3643,Medium,Standard,2448.77,1557.0,0.0,20,6,0.4,18,0.0,Star,Quebec,Montreal
438707,Core Frequent Flyers,P3,0.2027,Low,Standard,2448.81,1952.0,1.0,44,1,-0.7143,38,0.0586,Star,Manitoba,Winnipeg
790089,Core Frequent Flyers,P3,0.1974,Low,Standard,2448.81,1965.0,0.0,34,14,2.0,23,0.0465,Star,Quebec,Montreal
891237,Core Frequent Flyers,P3,0.2487,Low,Standard,2448.86,1840.0,1.0,32,9,0.6667,30,0.0223,Star,New Brunswick,Fredericton
453408,Core Frequent Flyers,P3,0.3215,Medium,Standard,2449.13,1662.0,0.0,37,7,1.0,38,0.0,Star,Ontario,London
257579,Core Frequent Flyers,P3,0.3117,Medium,Standard,2449.32,1686.0,1.0,27,8,0.125,70,0.0583,Star,Manitoba,Winnipeg
828735,Core Frequent Flyers,P3,0.1161,Low,Standard,2449.32,2165.0,0.0,51,23,2.4286,26,0.0172,Star,Quebec,Montreal
238814,Core Frequent Flyers,P3,0.1704,Low,Standard,2449.58,2032.0,2.0,39,12,0.1818,39,0.0177,Star,Ontario,Sudbury
123702,Core Frequent Flyers,P3,0.1479,Low,Standard,2449.79,2087.0,0.0,34,12,-0.0714,71,0.0219,Star,Ontario,Thunder Bay
453971,New Climbers,P3,0.2258,Low,Standard,2450.19,1897.0,0.0,20,19,9.0,7,0.0,Star,Ontario,Toronto
562703,Sleeping Enrollees,P2,0.9802,High,Standard,2450.19,48.0,99.0,0,0,0.0,72,0.0,Star,Alberta,Banff
933865,Sleeping Enrollees,P2,0.9694,High,Standard,2372.16,72.0,99.0,0,0,0.0,8,0.0,Star,Ontario,Toronto
426530,Core Frequent Flyers,P3,0.1397,Low,Standard,2450.63,2108.0,1.0,33,12,3.3333,69,0.0211,Star,Ontario,Trenton
785398,Core Frequent Flyers,P3,0.2084,Low,Standard,2450.88,1940.0,0.0,46,10,0.0,54,0.0355,Star,Ontario,Toronto
639807,Core Frequent Flyers,P3,0.2164,Low,Standard,2451.54,1921.0,2.0,42,10,-0.2143,28,0.0065,Star,Nova Scotia,Halifax
817851,Core Frequent Flyers,P3,0.2155,Low,Standard,2451.54,1923.0,0.0,36,5,-0.4,37,0.0393,Star,Saskatchewan,Regina
435378,Core Frequent Flyers,P3,0.4105,Medium,Standard,2451.75,1445.0,1.0,36,16,0.8889,52,0.0174,Star,Alberta,Banff
454471,Core Frequent Flyers,P3,0.2466,Low,Standard,2451.75,1847.0,0.0,32,6,0.1667,39,0.0262,Star,Ontario,Toronto
374117,Core Frequent Flyers,P3,0.2216,Low,Standard,2451.99,1909.0,1.0,33,7,1.6667,57,0.0343,Star,British Columbia,Vancouver
790094,Core Frequent Flyers,P3,0.1188,Low,Standard,2451.99,2161.0,0.0,24,6,0.1667,25,0.0,Star,Ontario,Toronto
337341,Cooling Veterans,P2,0.9802,High,Standard,2452.06,48.0,18.0,7,0,0.0,74,0.054,Star,British Columbia,Vancouver
614122,Core Frequent Flyers,P3,0.1814,Low,Standard,2452.06,2007.0,1.0,29,9,1.0,37,0.0258,Star,Ontario,Trenton
727507,Core Frequent Flyers,P3,0.233,Low,Standard,2452.36,1881.0,0.0,18,12,0.8571,18,0.0644,Star,British Columbia,Vancouver
498149,Cooling Veterans,P3,0.4192,Medium,Standard,2452.49,1424.0,2.0,27,14,0.0714,13,0.028,Star,British Columbia,Vancouver
672395,Cooling Veterans,P3,0.4354,Medium,Standard,2452.73,1385.0,2.0,27,15,3.0,79,0.0422,Star,British Columbia,Whistler
410552,Core Frequent Flyers,P3,0.2241,Low,Standard,2452.74,1903.0,0.0,32,10,0.5714,32,0.0108,Star,British Columbia,Vancouver
970351,Core Frequent Flyers,P3,0.3749,Medium,Standard,2409.7,1506.0,0.0,59,33,0.2593,10,0.0,Star,Ontario,Sudbury
175342,Core Frequent Flyers,P3,0.1424,Low,Standard,2452.98,2104.0,0.0,40,8,2.0,51,0.0,Star,Ontario,Toronto
384356,New Climbers,P2,0.6566,High,Standard,2452.98,842.0,0.0,15,15,15.0,6,0.0,Star,Alberta,Banff
738732,Core Frequent Flyers,P3,0.2115,Low,Standard,2453.34,1934.0,0.0,24,12,0.0833,13,0.0222,Star,Quebec,Montreal
975767,Core Frequent Flyers,P3,0.2414,Low,Standard,2453.34,1861.0,0.0,41,10,0.1,26,0.0289,Star,British Columbia,Victoria
789431,Sleeping Enrollees,P2,0.9694,High,Standard,2430.8,74.0,99.0,0,0,0.0,9,0.0,Star,Ontario,Toronto
102730,Core Frequent Flyers,P2,0.6164,High,Standard,2453.57,941.0,0.0,27,19,1.2222,12,0.0,Star,New Brunswick,Moncton
120393,Core Frequent Flyers,P3,0.3458,Medium,Standard,2453.57,1605.0,0.0,38,14,2.0,33,0.0271,Star,Quebec,Tremblant
160266,New Climbers,P2,0.6834,High,Standard,2453.57,777.0,0.0,6,6,6.0,3,0.0,Star,Quebec,Montreal
195137,Core Frequent Flyers,P3,0.1778,Low,Standard,2453.57,2017.0,0.0,41,18,0.2667,17,0.0134,Star,Saskatchewan,Regina
413620,Core Frequent Flyers,P3,0.2906,Low,Standard,2453.57,1740.0,0.0,28,6,0.0,22,0.013,Star,British Columbia,Vancouver
624463,Core Frequent Flyers,P3,0.3208,Medium,Standard,2453.57,1667.0,1.0,37,12,2.25,46,0.0177,Star,Ontario,Toronto
675848,Core Frequent Flyers,P3,0.105,Low,Standard,2453.57,2196.0,0.0,41,7,-0.2,78,0.0,Star,Ontario,Kingston
725100,Core Frequent Flyers,P3,0.3314,Medium,Standard,2453.57,1640.0,0.0,30,6,0.0,52,0.0513,Star,Ontario,Kingston
798752,Core Frequent Flyers,P3,0.4312,Medium,Standard,2453.57,1396.0,0.0,28,16,0.3077,12,0.0172,Star,Manitoba,Winnipeg
895560,Core Frequent Flyers,P3,0.3249,Medium,Standard,2453.57,1656.0,1.0,33,6,-0.125,45,0.0225,Star,Alberta,Calgary
208586,Core Frequent Flyers,P3,0.5106,Medium,Standard,2454.36,1201.0,0.0,21,13,0.5556,12,0.0,Star,Manitoba,Winnipeg
791132,Core Frequent Flyers,P3,0.1568,Low,Standard,2454.36,2069.0,1.0,46,12,0.1818,61,0.0138,Star,Quebec,Montreal
247220,Cooling Veterans,P3,0.3371,Medium,Standard,2454.58,1627.0,2.0,36,10,-0.3125,39,0.0367,Star,Ontario,Toronto
329056,Core Frequent Flyers,P3,0.1909,Low,Standard,2454.59,1986.0,0.0,33,12,0.0833,22,0.0063,Star,Ontario,Trenton
367547,Core Frequent Flyers,P3,0.2831,Low,Standard,2454.59,1760.0,0.0,32,7,1.0,27,0.03,Star,British Columbia,Vancouver
240774,New Climbers,P2,0.75,High,Standard,2456.82,614.0,0.0,4,4,4.0,2,0.0,Star,Nova Scotia,Halifax
327320,Core Frequent Flyers,P3,0.1951,Low,Standard,2456.82,1977.0,0.0,37,9,-0.1667,54,0.0163,Star,Ontario,Toronto
856782,Core Frequent Flyers,P3,0.2353,Low,Standard,2456.82,1879.0,0.0,31,8,0.2857,36,0.0086,Star,Quebec,Quebec City
951954,Cooling Veterans,P3,0.2255,Low,Standard,2456.82,1903.0,2.0,33,12,0.625,30,0.0202,Star,British Columbia,Vancouver
349132,Core Frequent Flyers,P3,0.2611,Low,Standard,2457.44,1816.0,0.0,38,13,-0.1765,20,0.0177,Star,Alberta,Calgary
672089,Core Frequent Flyers,P3,0.2692,Low,Standard,2457.44,1796.0,0.0,33,9,-0.0909,80,0.0248,Star,Ontario,Toronto
659967,Core Frequent Flyers,P3,0.2927,Low,Standard,2457.58,1738.0,1.0,39,9,-0.2857,74,0.025,Star,Ontario,Toronto
718655,Core Frequent Flyers,P3,0.0657,Low,Standard,2452.74,2292.0,0.0,37,29,2.3333,8,0.0,Star,Ontario,Toronto
300166,Core Frequent Flyers,P3,0.4341,Medium,Standard,2458.45,1391.0,0.0,25,7,1.0,5,0.0358,Star,Quebec,Montreal
380110,Cooling Veterans,P3,0.1666,Low,Standard,2458.45,2049.0,3.0,38,10,-0.0833,69,0.0,Star,Manitoba,Winnipeg
154680,Core Frequent Flyers,P3,0.3054,Medium,Standard,2458.56,1708.0,0.0,34,9,0.4286,37,0.0098,Star,British Columbia,Vancouver
957325,New Climbers,P2,0.7154,High,Standard,2458.56,700.0,0.0,3,3,3.0,4,0.0,Star,Ontario,Trenton
945834,Core Frequent Flyers,P3,0.0435,Low,Standard,2453.41,2347.0,1.0,34,24,1.2727,9,0.0,Star,Ontario,Toronto
513170,Core Frequent Flyers,P3,0.21,Low,Standard,2459.17,1943.0,0.0,38,11,0.7143,53,0.0102,Star,Ontario,Toronto
462815,Core Frequent Flyers,P3,0.0829,Low,Standard,2460.17,2256.0,1.0,47,30,0.7222,9,0.0,Star,Ontario,Sudbury
511568,Core Frequent Flyers,P3,0.2429,Low,Standard,2460.67,1863.0,1.0,40,3,-0.7333,43,0.0216,Star,Ontario,Toronto
813320,Core Frequent Flyers,P3,0.171,Low,Standard,2460.67,2040.0,0.0,44,9,0.1111,48,0.0066,Star,British Columbia,Vancouver
431829,Core Frequent Flyers,P3,0.2029,Low,Standard,2461.8,1962.0,0.0,35,7,-0.4667,24,0.0258,Star,Quebec,Montreal
732113,Core Frequent Flyers,P3,0.2693,Low,Standard,2461.8,1799.0,0.0,28,13,0.2727,13,0.0175,Star,Manitoba,Winnipeg
595320,Core Frequent Flyers,P3,0.3057,Medium,Standard,2462.86,1710.0,1.0,52,13,0.0769,71,0.0275,Star,British Columbia,Victoria
877630,Core Frequent Flyers,P3,0.2368,Low,Standard,2462.86,1880.0,1.0,30,14,0.6667,15,0.0427,Star,Quebec,Montreal
277610,Core Frequent Flyers,P3,0.1597,Low,Standard,2463.24,2070.0,0.0,27,5,-0.3333,25,0.0424,Star,British Columbia,Dawson Creek
802870,Core Frequent Flyers,P3,0.108,Low,Standard,2463.24,2197.0,1.0,30,4,-0.4444,21,0.0117,Star,Ontario,Toronto
231614,Core Frequent Flyers,P3,0.086,Low,Standard,2464.24,2252.0,1.0,41,13,1.3333,78,0.0139,Star,Ontario,Toronto
419818,Cooling Veterans,P3,0.169,Low,Standard,2464.51,2048.0,2.0,31,5,0.2,21,0.0116,Star,Quebec,Montreal
440112,Cooling Veterans,P3,0.1461,Low,Standard,2464.51,2105.0,2.0,33,9,0.6667,33,0.0154,Star,British Columbia,Whistler
200991,Core Frequent Flyers,P3,0.2799,Low,Standard,2464.71,1775.0,0.0,41,14,0.3636,50,0.0306,Star,Quebec,Montreal
203084,Core Frequent Flyers,P3,0.2124,Low,Standard,2464.71,1941.0,1.0,37,14,2.75,23,0.0,Star,New Brunswick,Fredericton
467046,Core Frequent Flyers,P3,0.1917,Low,Standard,2465.44,1993.0,0.0,42,13,0.0769,22,0.0,Star,Ontario,Toronto
575849,Core Frequent Flyers,P3,0.2284,Low,Standard,2465.44,1902.0,0.0,27,9,0.25,23,0.0,Star,Alberta,Calgary
100380,Core Frequent Flyers,P3,0.23,Low,Standard,2465.62,1898.0,0.0,33,11,1.0,74,0.0207,Star,Quebec,Montreal
959059,New Climbers,P3,0.2064,Low,Standard,2465.62,1957.0,0.0,31,20,9.5,55,0.0143,Star,British Columbia,Whistler
457716,Core Frequent Flyers,P3,0.2167,Low,Standard,2466.38,1932.0,1.0,40,7,0.1429,57,0.0091,Star,British Columbia,Whistler
528122,Core Frequent Flyers,P3,0.2922,Low,Standard,2466.38,1746.0,0.0,40,15,0.6,68,0.0322,Star,Quebec,Montreal
857971,Core Frequent Flyers,P3,0.1964,Low,Standard,2466.58,1982.0,0.0,35,9,0.25,32,0.0148,Star,Manitoba,Winnipeg
172162,New Climbers,P2,0.7297,High,Standard,2467.13,667.0,0.0,7,7,7.0,4,0.0219,Star,British Columbia,West Vancouver
815498,Core Frequent Flyers,P3,0.1057,Low,Standard,2467.13,2206.0,0.0,42,3,-0.6364,6,0.0094,Star,Quebec,Montreal
271148,Core Frequent Flyers,P3,0.2327,Low,Standard,2467.46,1893.0,0.0,49,17,0.2857,26,0.0119,Star,Ontario,Trenton
614377,New Climbers,P2,0.6551,High,Standard,2467.46,851.0,1.0,10,10,10.0,6,0.0,Star,British Columbia,Vancouver
176379,Cooling Veterans,P3,0.0949,Low,Standard,2467.62,2233.0,3.0,38,22,0.3529,8,0.0053,Star,Ontario,Toronto
851231,Core Frequent Flyers,P3,0.2392,Low,Standard,2467.62,1877.0,0.0,44,8,0.0,35,0.0,Star,British Columbia,Vancouver
312607,Cooling Veterans,P3,0.1931,Low,Standard,2467.98,1991.0,5.0,36,4,-0.6429,30,0.0096,Star,Quebec,Montreal
928916,Core Frequent Flyers,P3,0.41,Medium,Standard,2467.98,1456.0,1.0,37,5,-0.5,75,0.0135,Star,British Columbia,Whistler
420394,Core Frequent Flyers,P3,0.3636,Medium,Standard,2468.44,1571.0,0.0,32,13,0.0769,15,0.0159,Star,New Brunswick,Fredericton
628917,Core Frequent Flyers,P3,0.2217,Low,Standard,2468.44,1921.0,1.0,25,5,-0.4545,31,0.0508,Star,Quebec,Tremblant
802535,New Climbers,P3,0.2354,Low,Standard,2469.09,1888.0,1.0,16,14,4.0,9,0.0096,Star,Ontario,Sudbury
687895,Core Frequent Flyers,P3,0.207,Low,Standard,2469.57,1958.0,0.0,37,9,1.5,79,0.0255,Star,Ontario,Trenton
137040,Core Frequent Flyers,P3,0.228,Low,Standard,2469.78,1907.0,0.0,31,11,0.0,24,0.0,Star,Ontario,Toronto
270575,Core Frequent Flyers,P3,0.2129,Low,Standard,2469.78,1944.0,1.0,38,7,0.1429,46,0.0083,Star,Alberta,Banff
661321,Core Frequent Flyers,P3,0.2184,Low,Standard,2470.12,1931.0,0.0,41,14,0.6667,26,0.0,Star,Alberta,Banff
908643,Cooling Veterans,P3,0.2556,Low,Standard,2470.12,1839.0,2.0,24,4,-0.7222,14,0.0,Star,Ontario,Toronto
197642,Cooling Veterans,P3,0.0678,Low,Standard,2470.44,2303.0,3.0,36,7,-0.2727,61,0.0148,Star,Ontario,Trenton
345597,Core Frequent Flyers,P3,0.1071,Low,Standard,2470.44,2206.0,0.0,42,8,-0.4375,68,0.0075,Star,British Columbia,Vancouver
511626,Sleeping Enrollees,P3,0.1809,Low,Standard,2471.08,2024.0,99.0,0,0,0.0,1,0.0,Star,British Columbia,Whistler
188147,Core Frequent Flyers,P3,0.2551,Low,Standard,2471.15,1841.0,0.0,48,13,0.0,29,0.0115,Star,New Brunswick,Moncton
761510,New Climbers,P3,0.1156,Low,Standard,2471.15,2185.0,0.0,21,8,3.5,71,0.0,Star,Quebec,Tremblant
909845,Core Frequent Flyers,P3,0.1401,Low,Standard,2471.28,2125.0,1.0,26,9,0.1111,18,0.0108,Star,Ontario,Sudbury
417274,Core Frequent Flyers,P3,0.1008,Low,Standard,2471.44,2222.0,0.0,45,26,0.35,8,0.0058,Star,Ontario,Kingston
100646,Core Frequent Flyers,P3,0.2406,Low,Standard,2471.53,1877.0,1.0,30,8,-0.1818,38,0.0134,Star,Newfoundland,St. John's
236767,Core Frequent Flyers,P3,0.1213,Low,Standard,2471.53,2172.0,0.0,32,7,-0.2727,46,0.0083,Star,British Columbia,Dawson Creek
327653,Core Frequent Flyers,P3,0.113,Low,Standard,2471.53,2192.0,0.0,29,1,-0.8571,42,0.0068,Star,British Columbia,Kelowna
342725,Core Frequent Flyers,P3,0.162,Low,Standard,2471.53,2071.0,0.0,47,21,4.5,57,0.0155,Star,Ontario,Toronto
509136,Core Frequent Flyers,P3,0.1524,Low,Standard,2471.53,2095.0,2.0,39,6,-0.3,52,0.0067,Star,Ontario,Toronto
583754,New Climbers,P2,0.6823,High,Standard,2471.53,785.0,0.0,8,6,1.3333,7,0.0934,Star,Ontario,Toronto
613747,Core Frequent Flyers,P3,0.4284,Medium,Standard,2471.53,1413.0,0.0,45,12,0.1818,28,0.0,Star,Quebec,Montreal
764869,Core Frequent Flyers,P3,0.1597,Low,Standard,2471.53,2077.0,0.0,47,19,2.3333,65,0.0216,Star,Ontario,Toronto
905320,Core Frequent Flyers,P3,0.1912,Low,Standard,2471.53,1999.0,0.0,34,8,0.5,67,0.0169,Star,Manitoba,Winnipeg
329162,Core Frequent Flyers,P3,0.124,Low,Standard,2472.23,2166.0,1.0,30,10,2.6667,72,0.0193,Star,Ontario,Sudbury
342527,Core Frequent Flyers,P3,0.306,Medium,Standard,2472.25,1716.0,0.0,59,12,-0.1333,38,0.0174,Star,Ontario,Trenton
807681,Core Frequent Flyers,P3,0.1804,Low,Standard,2472.25,2026.0,0.0,40,7,-0.2727,32,0.0,Star,British Columbia,Vancouver
192600,Core Frequent Flyers,P3,0.2784,Low,Standard,2472.47,1784.0,1.0,27,11,3.0,49,0.0249,Star,Ontario,Toronto
592532,Sleeping Enrollees,P2,0.9802,High,Standard,2472.47,49.0,99.0,0,0,0.0,76,0.0,Star,Prince Edward Island,Charlottetown
671911,Core Frequent Flyers,P3,0.2518,Low,Standard,2472.47,1850.0,1.0,22,1,-0.7778,39,0.0219,Star,Ontario,London
690199,Core Frequent Flyers,P3,0.1184,Low,Standard,2472.47,2180.0,1.0,33,12,0.3,75,0.0,Star,Ontario,Ottawa
721664,Core Frequent Flyers,P3,0.2594,Low,Standard,2472.47,1831.0,0.0,44,11,-0.0769,31,0.0216,Star,Ontario,Ottawa
849425,Core Frequent Flyers,P3,0.3907,Medium,Standard,2472.47,1506.0,1.0,41,10,-0.2143,50,0.008,Star,Alberta,Edmonton
687639,Core Frequent Flyers,P3,0.2386,Low,Standard,2473.37,1883.0,1.0,34,12,0.625,32,0.0344,Star,Ontario,Ottawa
858196,Core Frequent Flyers,P3,0.1615,Low,Standard,2476.05,2076.0,2.0,39,9,0.6667,67,0.0056,Star,Quebec,Tremblant
194394,Cooling Veterans,P3,0.446,Medium,Standard,2476.48,1372.0,6.0,37,0,-0.9091,47,0.0078,Star,British Columbia,Whistler
432729,Sleeping Enrollees,P3,0.1221,Low,Standard,2476.48,2174.0,99.0,0,0,0.0,0,0.0,Star,Quebec,Montreal
732862,Sleeping Enrollees,P2,0.9802,High,Standard,2476.59,49.0,99.0,0,0,0.0,80,0.0,Star,Quebec,Montreal
942681,Cooling Veterans,P3,0.2528,Low,Standard,2476.59,1851.0,2.0,36,6,-0.5882,60,0.0148,Star,British Columbia,Whistler
188006,Cooling Veterans,P3,0.1697,Low,Standard,2477.71,2057.0,4.0,40,4,-0.5455,75,0.0092,Star,Quebec,Montreal
838881,Core Frequent Flyers,P3,0.2097,Low,Standard,2477.71,1958.0,0.0,36,13,1.3333,22,0.0148,Star,New Brunswick,Fredericton
308171,Core Frequent Flyers,P3,0.138,Low,Standard,2478.18,2136.0,0.0,32,4,-0.6429,52,0.0148,Star,Ontario,Ottawa
450417,New Climbers,P3,0.5573,Medium,Standard,2478.24,1097.0,0.0,11,11,11.0,5,0.0,Star,Ontario,Trenton
749033,Core Frequent Flyers,P3,0.246,Low,Standard,2478.24,1868.0,0.0,38,6,-0.4167,71,0.0157,Star,British Columbia,Vancouver
851130,Core Frequent Flyers,P3,0.1148,Low,Standard,2478.58,2194.0,0.0,44,14,0.1538,79,0.0,Star,British Columbia,Kelowna
989802,Core Frequent Flyers,P3,0.1289,Low,Standard,2478.58,2159.0,0.0,55,20,1.1,53,0.0093,Star,Ontario,Toronto
204343,Core Frequent Flyers,P3,0.3157,Medium,Standard,2478.83,1696.0,0.0,38,16,0.8889,55,0.0214,Star,Quebec,Montreal
516995,Core Frequent Flyers,P3,0.1331,Low,Standard,2478.83,2149.0,1.0,45,8,-0.3077,72,0.0201,Star,British Columbia,Victoria
354206,New Climbers,P3,0.3569,Medium,Standard,2479.92,1595.0,0.0,1,1,1.0,1,0.3813,Star,British Columbia,Whistler
944810,Core Frequent Flyers,P3,0.172,Low,Standard,2479.92,2053.0,1.0,38,7,-0.3846,60,0.0103,Star,Quebec,Montreal
175285,Core Frequent Flyers,P3,0.2881,Low,Standard,2480.05,1766.0,2.0,44,8,-0.3077,70,0.0079,Star,British Columbia,Vancouver
638685,Cooling Veterans,P3,0.125,Low,Standard,2480.05,2170.0,3.0,39,7,-0.3333,73,0.0116,Star,Ontario,Toronto
497421,Core Frequent Flyers,P3,0.1543,Low,Standard,2480.39,2098.0,0.0,39,7,-0.3333,22,0.0125,Star,Ontario,Toronto
730561,New Climbers,P2,0.6444,High,Standard,2480.39,882.0,0.0,11,11,11.0,5,0.0,Star,British Columbia,Vancouver
458864,New Climbers,P3,0.4804,Medium,Standard,2480.49,1289.0,0.0,7,7,7.0,6,0.0863,Star,New Brunswick,Fredericton
928957,Core Frequent Flyers,P3,0.235,Low,Standard,2480.49,1898.0,0.0,30,5,-0.5385,21,0.0277,Star,Quebec,Montreal
511573,Cooling Veterans,P3,0.1915,Low,Standard,2480.53,2006.0,3.0,35,7,0.0,28,0.0301,Star,British Columbia,Vancouver
614106,Cooling Veterans,P3,0.1736,Low,Standard,2481.84,2051.0,2.0,39,5,-0.25,63,0.0174,Star,British Columbia,Whistler
909503,Core Frequent Flyers,P3,0.1615,Low,Standard,2481.84,2081.0,0.0,35,10,0.1,47,0.0261,Star,Quebec,Montreal
320772,Core Frequent Flyers,P3,0.1578,Low,Standard,2482.2,2091.0,1.0,36,9,1.0,46,0.0143,Star,British Columbia,Whistler
740918,Core Frequent Flyers,P3,0.2519,Low,Standard,2482.2,1857.0,1.0,43,6,2.5,6,0.0211,Star,Quebec,Montreal
478142,Core Frequent Flyers,P3,0.1724,Low,Standard,2482.39,2054.0,0.0,48,11,1.0,59,0.0,Star,Ontario,London
612719,Core Frequent Flyers,P3,0.449,Medium,Standard,2482.41,1368.0,1.0,41,15,0.1429,77,0.0375,Star,British Columbia,Vancouver
587420,Cooling Veterans,P3,0.179,Low,Standard,2482.92,2039.0,2.0,35,6,-0.3,75,0.0155,Star,British Columbia,Vancouver
639346,Sleeping Enrollees,P3,0.1221,Low,Standard,2482.92,2180.0,99.0,0,0,0.0,0,0.0,Star,Quebec,Hull
563981,Core Frequent Flyers,P3,0.1536,Low,Standard,2483.54,2102.0,0.0,42,18,1.1111,79,0.0149,Star,British Columbia,Victoria
852323,Core Frequent Flyers,P3,0.4411,Medium,Standard,2483.54,1388.0,0.0,34,14,0.3636,49,0.0252,Star,Quebec,Montreal
206914,Core Frequent Flyers,P3,0.2113,Low,Standard,2483.64,1959.0,0.0,44,14,1.1429,71,0.0152,Star,British Columbia,Victoria
583272,Core Frequent Flyers,P3,0.0722,Low,Standard,2483.64,2304.0,0.0,14,7,0.0,11,0.0,Star,Quebec,Montreal
702542,Core Frequent Flyers,P3,0.1855,Low,Standard,2483.67,2023.0,1.0,38,11,0.7143,31,0.0,Star,Quebec,Hull
757010,Core Frequent Flyers,P3,0.1938,Low,Standard,2483.67,2002.0,1.0,30,11,0.3333,36,0.0092,Star,British Columbia,Vancouver
463926,Core Frequent Flyers,P3,0.2842,Low,Standard,2484.75,1778.0,0.0,26,13,0.2727,19,0.0137,Star,British Columbia,West Vancouver
716362,Core Frequent Flyers,P3,0.3027,Medium,Standard,2484.75,1733.0,0.0,42,10,0.8333,73,0.0424,Star,Quebec,Montreal
257440,Cooling Veterans,P3,0.4306,Medium,Standard,2485.11,1415.0,5.0,17,2,-0.5,62,0.0577,Star,Quebec,Quebec City
610916,New Climbers,P3,0.5951,Medium,Standard,2485.11,1006.0,0.0,7,7,7.0,6,0.0616,Star,Nova Scotia,Halifax
671383,Core Frequent Flyers,P3,0.2939,Low,Standard,2485.89,1755.0,0.0,36,12,0.4444,37,0.0343,Star,Nova Scotia,Halifax
722399,Core Frequent Flyers,P3,0.1536,Low,Standard,2485.89,2104.0,0.0,34,9,0.1111,67,0.0272,Star,Saskatchewan,Regina
369795,Core Frequent Flyers,P3,0.0953,Low,Standard,2486.06,2249.0,0.0,21,12,0.3,12,0.0,Star,British Columbia,Vancouver
527090,New Climbers,P2,0.6683,High,Standard,2486.06,825.0,0.0,7,7,7.0,2,0.0316,Star,Ontario,Toronto
126490,Cooling Veterans,P2,0.8472,High,Standard,2486.43,380.0,13.0,36,0,0.0,49,0.0373,Star,Ontario,Thunder Bay
106477,Core Frequent Flyers,P3,0.0745,Low,Standard,2487.26,2302.0,0.0,23,5,-0.3333,58,0.0,Star,British Columbia,Victoria
690890,Core Frequent Flyers,P3,0.2703,Low,Standard,2487.26,1815.0,2.0,48,9,-0.2857,56,0.0338,Star,Quebec,Hull
767894,Cooling Veterans,P3,0.3399,Medium,Standard,2487.36,1642.0,2.0,34,7,-0.4667,21,0.0099,Star,British Columbia,Victoria
776317,Cooling Veterans,P3,0.0646,Low,Standard,2502.64,2341.0,3.0,37,22,0.4375,10,0.0052,Star,Ontario,Toronto
741384,Sleeping Enrollees,P3,0.1336,Low,Standard,2487.65,2155.0,99.0,0,0,0.0,1,0.0,Star,Quebec,Tremblant
391397,Core Frequent Flyers,P3,0.2193,Low,Standard,2487.73,1942.0,1.0,27,10,0.375,37,0.0229,Star,Alberta,Calgary
973168,Core Frequent Flyers,P3,0.3615,Medium,Standard,2487.78,1588.0,0.0,41,13,0.5556,48,0.0187,Star,Ontario,London
324739,Core Frequent Flyers,P3,0.1724,Low,Standard,2488.24,2059.0,0.0,36,16,0.3077,21,0.0106,Star,British Columbia,Whistler
530517,Core Frequent Flyers,P3,0.0981,Low,Standard,2488.24,2244.0,0.0,25,5,-0.25,19,0.0,Star,Quebec,Montreal
242779,Core Frequent Flyers,P3,0.1872,Low,Standard,2489.17,2023.0,1.0,52,11,0.0,66,0.0228,Star,British Columbia,Vancouver
781570,Core Frequent Flyers,P3,0.2386,Low,Standard,2489.17,1895.0,0.0,35,8,0.2857,29,0.0235,Star,Ontario,Toronto
426698,Core Frequent Flyers,P3,0.1781,Low,Standard,2489.34,2046.0,1.0,36,9,0.4286,51,0.0159,Star,British Columbia,Dawson Creek
985115,New Climbers,P2,0.7748,High,Standard,2489.34,561.0,0.0,14,14,14.0,5,0.0,Star,Ontario,Toronto
153626,Core Frequent Flyers,P3,0.1514,Low,Standard,2489.39,2112.0,1.0,33,6,0.4,77,0.0,Star,Quebec,Quebec City
189158,Core Frequent Flyers,P3,0.1731,Low,Standard,2489.39,2058.0,0.0,30,9,4.0,35,0.0165,Star,Newfoundland,St. John's
163970,Core Frequent Flyers,P3,0.1883,Low,Standard,2489.66,2021.0,0.0,41,10,0.1,52,0.0142,Star,New Brunswick,Moncton
635719,Core Frequent Flyers,P3,0.2309,Low,Standard,2489.66,1915.0,0.0,43,17,0.6364,71,0.0139,Star,Quebec,Tremblant
500280,Core Frequent Flyers,P3,0.2683,Low,Standard,2489.75,1822.0,0.0,45,14,0.5,25,0.0415,Star,Ontario,Ottawa
139532,Core Frequent Flyers,P3,0.1724,Low,Standard,2491.26,2062.0,0.0,28,9,0.1111,43,0.0303,Star,British Columbia,Vancouver
169393,Core Frequent Flyers,P3,0.1432,Low,Standard,2491.26,2135.0,0.0,36,7,-0.4286,44,0.0397,Star,Quebec,Montreal
177598,Core Frequent Flyers,P3,0.2263,Low,Standard,2491.26,1928.0,0.0,49,8,-0.1,62,0.0273,Star,Ontario,Toronto
246405,Core Frequent Flyers,P3,0.2202,Low,Standard,2491.26,1943.0,0.0,44,12,0.8571,74,0.0225,Star,Ontario,Toronto
280864,Core Frequent Flyers,P3,0.2703,Low,Standard,2491.26,1818.0,1.0,51,11,-0.2,57,0.0216,Star,Quebec,Montreal
404314,Core Frequent Flyers,P3,0.145,Low,Standard,2491.26,2130.0,0.0,40,8,-0.1818,32,0.0179,Star,Quebec,Hull
